date,ticker,priority,signal_role,rank_eligible,score_mode,universe,rotation_group,level,exposure,sector,industry_theme,primary_benchmark,parent_benchmark,paired_ticker,pair_type,data_status,bars_available,close,volume,dollar_volume,relative_dollar_volume,return_20,return_63,rs20,rs63,parent_rs20,parent_rs63,pair_spread_20,pair_spread_63,signal_rs20,signal_rs63,pair_signal_raw,pair_signal_confirmed,pair_signal,cmf20,obv_change_20,sma50,sma200,position_52w,trend_score,rotation_score,group_rank,group_size,group_percentile,score_change_5,score_change_10,score_change_20,score_change_63,rank_change_5,rank_change_20,rs20_change_5,rs63_change_20,days_leader_zone_20,leader_zone_streak,days_top_quartile_20,top_quartile_streak,consecutive_improving_days,rotation_state_raw,rotation_state_confirmed,rotation_state,confirmed_state_age,pending_rotation_state,pending_state_days,state_confirmation_bars,confirmed_pair_signal_age,pending_pair_signal,pending_pair_signal_days,pair_confirmation_bars,score_formula_version
2026-08-12,EFNL,EXTENDED,SIGNAL,True,CROSS_SECTIONAL,EX_US,EXUS_COUNTRY,country,Finland,,,ACWX,VGK,,,READY,502,53.630001,14751.000000,791096.145756,1.126559,0.033931,-0.005022,0.004036,-0.056842,-0.000012,-0.077230,,,0.004036,-0.056842,,,,-0.023850,29775.000000,53.052487,50.305413,0.926253,1.000000,60.609756,20.000000,41.000000,53.658537,33.780488,33.536585,33.780488,-8.780488,15.000000,17.000000,0.013533,0.012683,0,0,0,0,4,EMERGING,NEUTRAL,NEUTRAL,7,EMERGING,1,3,0,,0,3,v1.1
2026-08-12,UAE,EXTENDED,SIGNAL,True,CROSS_SECTIONAL,EX_US,EXUS_COUNTRY,country,United Arab Emirates,,,ACWX,EEM,,,READY,502,19.590000,74991.000000,1469073.701443,0.504081,0.020312,0.067112,-0.009583,0.015293,0.007284,0.052686,,,-0.009583,0.015293,,,,0.089771,-373289.000000,19.105756,18.917517,0.912062,1.000000,55.243902,21.000000,41.000000,51.219512,5.487805,19.146341,4.085366,33.414634,3.000000,4.000000,-0.016759,0.053859,0,0,0,0,2,NEUTRAL,NEUTRAL,NEUTRAL,10,,0,3,0,,0,3,v1.1
2026-08-12,ENZL,EXTENDED,SIGNAL,True,CROSS_SECTIONAL,EX_US,EXUS_COUNTRY,country,New Zealand,,,ACWX,VPL,,,READY,502,46.849998,219248.000000,10271768.465454,1.391464,0.005796,0.043905,-0.024099,-0.007914,-0.029780,0.012212,,,-0.024099,-0.007914,,,,0.012509,144881.000000,45.836024,45.023586,0.980946,1.000000,53.170732,22.000000,41.000000,48.780488,-26.951220,-26.219512,-29.878049,9.207317,-18.000000,-20.000000,-0.058501,-0.020317,16,0,16,0,1,WEAKENING,WEAKENING,WEAKENING,1,,0,3,0,,0,3,v1.1
2026-08-12,EWM,EXTENDED,SIGNAL,True,CROSS_SECTIONAL,EX_US,EXUS_COUNTRY,country,Malaysia,,,ACWX,ASEA,,,READY,502,28.280001,263667.000000,7456502.941046,0.992426,0.016170,-0.042886,-0.013726,-0.094705,-0.007328,-0.151693,,,-0.013726,-0.094705,,,,0.095479,1247278.000000,27.613483,27.602360,0.948934,1.000000,50.853659,23.000000,41.000000,46.341463,-12.317073,-17.560976,3.536585,-30.000000,-9.000000,5.000000,-0.030333,-0.042204,7,0,7,0,1,NEUTRAL,EMERGING,EMERGING,12,NEUTRAL,1,3,0,,0,3,v1.1
2026-08-12,EZA,CORE,SIGNAL,True,CROSS_SECTIONAL,EX_US,EXUS_COUNTRY,country,South Africa,,,ACWX,AFK,,,READY,502,68.419998,44361.000000,3035179.538773,0.293207,0.073423,-0.011181,0.043528,-0.063000,-0.010263,0.002995,,,0.043528,-0.063000,,,,-0.112278,416778.000000,64.316285,66.872217,0.856855,0.750000,49.573171,24.000000,41.000000,43.902439,-0.853659,21.158537,33.231707,15.304878,-2.000000,17.000000,0.003865,0.088720,0,0,0,0,0,NEUTRAL,NEUTRAL,NEUTRAL,6,,0,3,0,,0,3,v1.1
2026-08-12,EWU,CORE,SIGNAL,True,CROSS_SECTIONAL,EX_US,EXUS_COUNTRY,country,United Kingdom,,,ACWX,VGK,,,READY,502,48.325001,462416.000000,22346253.552795,0.370234,0.033248,0.051872,0.003353,0.000052,-0.000695,-0.020336,,,0.003353,0.000052,,,,-0.136919,1809055.000000,46.796703,45.107123,0.992707,1.000000,47.560976,25.000000,41.000000,41.463415,-14.146341,-26.707317,-14.756098,2.804878,-9.000000,-11.000000,-0.010391,0.049291,8,0,8,0,0,WEAKENING,WEAKENING,WEAKENING,4,,0,3,0,,0,3,v1.1
2026-08-12,TUR,EXTENDED,SIGNAL,True,CROSS_SECTIONAL,EX_US,EXUS_COUNTRY,country,Turkey,,,ACWX,VGK,,,READY,502,39.360001,52842.000000,2079861.152252,0.625555,0.016004,-0.071027,-0.013891,-0.122846,-0.017939,-0.143235,,,-0.013891,-0.122846,,,,0.126577,-308462.000000,38.999853,38.032611,0.910920,1.000000,44.268293,26.000000,41.000000,39.024390,18.170732,14.634146,18.414634,-39.024390,10.000000,13.000000,0.014354,-0.010097,0,0,0,0,3,NEUTRAL,WEAKENING,WEAKENING,11,NEUTRAL,2,3,0,,0,3,v1.1
2026-08-12,EIDO,CORE,SIGNAL,True,CROSS_SECTIONAL,EX_US,EXUS_COUNTRY,country,Indonesia,,,ACWX,ASEA,,,READY,502,12.685000,753655.000000,9560113.991246,0.630059,0.056203,-0.111156,0.026308,-0.162976,0.032706,-0.219963,,,0.026308,-0.162976,,,,-0.106327,2587731.000000,12.115086,15.569467,0.672413,0.000000,42.560976,27.000000,41.000000,36.585366,-0.609756,1.829268,14.024390,9.390244,3.000000,8.000000,-0.026929,0.128415,0,0,0,0,2,NEUTRAL,NEUTRAL,NEUTRAL,46,,0,3,0,,0,3,v1.1
2026-08-12,EWL,CORE,SIGNAL,True,CROSS_SECTIONAL,EX_US,EXUS_COUNTRY,country,Switzerland,,,ACWX,VGK,,,READY,502,63.549999,198431.000000,12610289.898609,0.397310,0.003157,0.051951,-0.026738,0.000132,-0.030786,-0.020257,,,-0.026738,0.000132,,,,0.023536,-2312543.000000,62.448434,59.919825,0.985271,1.000000,41.951220,28.000000,41.000000,34.146341,-5.487805,-13.658537,-35.000000,-4.878049,-2.000000,-25.000000,-0.021367,-0.005936,4,0,4,0,0,WEAKENING,WEAKENING,WEAKENING,13,,0,3,0,,0,3,v1.1
2026-08-12,EWW,CORE,SIGNAL,True,CROSS_SECTIONAL,EX_US,EXUS_COUNTRY,country,Mexico,,,ACWX,ILF,,,READY,502,76.500000,1042186.000000,79727229.000000,0.860498,0.014723,-0.029557,-0.015172,-0.081376,0.045739,0.025100,,,-0.015172,-0.081376,,,,-0.237489,-5790469.000000,75.866210,73.434342,0.955629,1.000000,40.365854,29.000000,41.000000,31.707317,-9.756098,-11.463415,-0.609756,-22.804878,-6.000000,1.000000,-0.014979,-0.016666,0,0,0,0,0,WEAKENING,NEUTRAL,NEUTRAL,13,WEAKENING,1,3,0,,0,3,v1.1
2026-08-12,MCHI,CORE,SIGNAL,True,CROSS_SECTIONAL,EX_US,EXUS_COUNTRY,country,China broad,,,ACWX,AAXJ,,,READY,502,55.075001,1673258.000000,92154685.626595,0.657230,0.017082,-0.047586,-0.012813,-0.099405,0.003467,-0.065733,,,-0.012813,-0.099405,,,,0.105768,7269867.000000,53.769488,57.990483,0.837702,0.000000,37.560976,30.000000,41.000000,29.268293,-9.756098,-11.585366,-3.292683,-6.219512,-3.000000,1.000000,-0.045910,-0.002759,0,0,0,0,0,WEAKENING,NEUTRAL,NEUTRAL,38,WEAKENING,1,3,0,,0,3,v1.1
2026-08-12,KSA,CORE,SIGNAL,True,CROSS_SECTIONAL,EX_US,EXUS_COUNTRY,country,Saudi Arabia,,,ACWX,EEM,,,READY,502,37.790001,100388.000000,3793662.611908,0.192249,0.022180,-0.009864,-0.007715,-0.061684,0.009151,-0.024291,,,-0.007715,-0.061684,,,,0.052201,38215.000000,37.585509,37.705646,0.944321,0.750000,37.378049,31.000000,41.000000,26.829268,-2.682927,1.036585,6.524390,-3.841463,0.000000,3.000000,0.010720,0.043052,0,0,0,0,0,NEUTRAL,NEUTRAL,NEUTRAL,15,,0,3,0,,0,3,v1.1
2026-08-12,EWY,CORE,SIGNAL,True,CROSS_SECTIONAL,EX_US,EXUS_COUNTRY,country,South Korea,,,ACWX,AAXJ,,,READY,502,175.410004,12474940.000000,2188229271.084595,0.572153,0.021965,-0.017311,-0.007931,-0.069130,0.008349,-0.035458,,,-0.007931,-0.069130,,,,-0.032383,-81958960.000000,181.759400,139.926414,0.800228,0.500000,37.317073,32.000000,41.000000,24.390244,12.682927,5.487805,-19.756098,-60.365854,6.000000,-12.000000,0.093086,-0.203165,0,0,0,0,2,WEAKENING,ROTATION_OUT,ROTATION_OUT,4,WEAKENING,1,3,0,,0,3,v1.1
2026-08-12,ECH,EXTENDED,SIGNAL,True,CROSS_SECTIONAL,EX_US,EXUS_COUNTRY,country,Chile,,,ACWX,ILF,,,READY,502,39.880001,509980.000000,20338002.944717,1.493930,0.000753,-0.008333,-0.029142,-0.060152,0.031768,0.046324,,,-0.029142,-0.060152,,,,-0.081714,353223.000000,39.726943,40.010226,0.855174,0.000000,35.609756,33.000000,41.000000,21.951220,-24.695122,9.878049,14.146341,17.195122,-15.000000,7.000000,-0.047867,0.052852,0,0,0,0,0,NEUTRAL,NEUTRAL,NEUTRAL,8,,0,3,0,,0,3,v1.1
2026-08-12,INDA,CORE,SIGNAL,True,CROSS_SECTIONAL,EX_US,EXUS_COUNTRY,country,India,,,ACWX,AAXJ,,,READY,502,49.945000,3124075.000000,156031924.921608,0.541654,0.025144,0.051031,-0.004752,-0.000788,0.011528,0.032884,,,-0.004752,-0.000788,,,,-0.257317,-707273.000000,49.020700,50.831975,0.903328,0.000000,35.243902,34.000000,41.000000,19.512195,-4.512195,-5.000000,-13.414634,2.926829,-1.000000,-8.000000,-0.012178,0.055061,0,0,0,0,2,WEAKENING,WEAKENING,WEAKENING,6,,0,3,0,,0,3,v1.1
2026-08-12,EWH,CORE,SIGNAL,True,CROSS_SECTIONAL,EX_US,EXUS_COUNTRY,country,Hong Kong,,,ACWX,VPL,,,READY,502,22.455000,1833003.000000,41160082.225153,0.601816,0.016984,-0.056327,-0.012912,-0.108146,-0.018593,-0.088021,,,-0.012912,-0.108146,,,,-0.034210,-3371898.000000,21.910175,22.233154,0.929451,0.750000,35.182927,35.000000,41.000000,17.073171,-24.634146,-34.268293,-17.378049,-40.182927,-16.000000,-11.000000,-0.058220,-0.011980,6,0,6,0,0,WEAKENING,NEUTRAL,NEUTRAL,6,WEAKENING,1,3,0,,0,3,v1.1
2026-08-12,ARGT,EXTENDED,SIGNAL,True,CROSS_SECTIONAL,EX_US,EXUS_COUNTRY,country,Argentina,,,ACWX,ILF,,,READY,502,91.150002,97041.000000,8845287.298073,0.752321,-0.044048,0.018818,-0.073943,-0.033002,-0.013033,0.073474,,,-0.073943,-0.033002,,,,-0.082700,-170633.000000,93.696930,91.777614,0.888670,0.000000,30.487805,36.000000,41.000000,14.634146,-18.536585,-15.609756,-12.317073,10.853659,-11.000000,-7.000000,-0.065530,-0.013603,3,0,3,0,0,WEAKENING,NEUTRAL,NEUTRAL,5,WEAKENING,1,3,0,,0,3,v1.1
2026-08-12,EDEN,EXTENDED,SIGNAL,True,CROSS_SECTIONAL,EX_US,EXUS_COUNTRY,country,Denmark,,,ACWX,VGK,,,READY,502,114.379997,3387.000000,387405.050697,0.257305,-0.017101,0.029394,-0.046996,-0.022425,-0.051044,-0.042814,,,-0.046996,-0.022425,,,,-0.343359,-127588.000000,111.476337,109.723608,0.926455,1.000000,25.487805,37.000000,41.000000,12.195122,-0.609756,-29.878049,-39.634146,-38.475610,-1.000000,-25.000000,0.000145,-0.045877,3,0,3,0,0,WEAKENING,WEAKENING,WEAKENING,12,,0,3,0,,0,3,v1.1
2026-08-12,VNM,CORE,SIGNAL,True,CROSS_SECTIONAL,EX_US,EXUS_COUNTRY,country,Vietnam,,,ACWX,ASEA,,,READY,502,17.799999,318512.000000,5669513.356995,0.440366,0.026528,-0.083891,-0.003367,-0.135710,0.003031,-0.192698,,,-0.003367,-0.135710,,,,-0.200835,-2949401.000000,17.706200,18.195775,0.898990,0.000000,25.000000,38.000000,41.000000,9.756098,2.439024,3.292683,-3.292683,-60.670732,1.000000,-2.000000,0.061747,-0.040436,0,0,0,0,2,NEUTRAL,ROTATION_OUT,ROTATION_OUT,16,NEUTRAL,1,3,0,,0,3,v1.1
2026-08-12,EIS,EXTENDED,SIGNAL,True,CROSS_SECTIONAL,EX_US,EXUS_COUNTRY,country,Israel,,,ACWX,EEM,,,READY,502,123.251900,17112.000000,2109086.507996,0.346213,0.002863,-0.080341,-0.027032,-0.132161,-0.010166,-0.094768,,,-0.027032,-0.132161,,,,-0.315405,251374.000000,121.559238,118.425680,0.900490,1.000000,21.829268,39.000000,41.000000,7.317073,4.390244,3.902439,-26.341463,-59.756098,2.000000,-12.000000,-0.006780,-0.066929,0,0,0,0,0,ROTATION_OUT,NEUTRAL,NEUTRAL,3,ROTATION_OUT,2,3,0,,0,3,v1.1
2026-08-12,EWZ,CORE,SIGNAL,True,CROSS_SECTIONAL,EX_US,EXUS_COUNTRY,country,Brazil,,,ACWX,ILF,,,READY,502,33.834999,21324735.000000,721522389.201622,1.076993,-0.056996,-0.106770,-0.086891,-0.158590,-0.025980,-0.052114,,,-0.086891,-0.158590,,,,-0.335096,-107502046.000000,34.976527,35.172468,0.818526,0.000000,19.756098,40.000000,41.000000,4.878049,-26.585366,-29.146341,-49.512195,-19.512195,-11.000000,-32.000000,-0.109600,0.009543,2,0,2,0,0,ROTATION_OUT,WEAKENING,WEAKENING,3,ROTATION_OUT,2,3,0,,0,3,v1.1
2026-08-12,QAT,EXTENDED,SIGNAL,True,CROSS_SECTIONAL,EX_US,EXUS_COUNTRY,country,Qatar,,,ACWX,EEM,,,READY,502,17.620100,3805.000000,67044.480581,0.124137,-0.008993,-0.030742,-0.038889,-0.082561,-0.022022,-0.045168,,,-0.038889,-0.082561,,,,0.082261,-105025.000000,17.898918,18.314596,0.897475,0.000000,18.414634,41.000000,41.000000,2.439024,-3.048780,-9.146341,-18.048780,-1.097561,-1.000000,-8.000000,-0.007178,-0.002576,0,0,0,0,0,ROTATION_OUT,NEUTRAL,NEUTRAL,21,ROTATION_OUT,1,3,0,,0,3,v1.1
2026-08-12,DEM,DIAGNOSTIC,CONFIRMATION,False,REFERENCE,EX_US,EXUS_FACTOR,factor,EM high dividend,,EM high dividend,ACWX,EEM,,,READY,502,54.714901,124024.000000,6785960.877960,0.404828,0.016817,0.027709,-0.013079,-0.024110,0.003788,0.013283,,,-0.013079,-0.024110,,,,-0.305230,-3118760.000000,53.947392,49.909991,0.982551,1.000000,,,,,,,,,,,0.004522,-0.037393,0,0,0,0,0,REFERENCE,REFERENCE,REFERENCE,1,,0,3,0,,0,3,v1.1
2026-08-12,DGS,DIAGNOSTIC,CONFIRMATION,False,REFERENCE,EX_US,EXUS_FACTOR,factor,EM small-cap dividend,,EM small-cap dividend,ACWX,EEM,,,READY,502,64.105003,39996.000000,2563943.714264,0.958296,0.006832,0.011263,-0.023063,-0.040557,-0.006197,-0.003164,,,-0.023063,-0.040557,,,,0.000773,-103124.000000,63.347320,60.458385,0.975276,1.000000,,,,,,,,,,,0.014310,-0.008513,0,0,0,0,0,REFERENCE,REFERENCE,REFERENCE,1,,0,3,0,,0,3,v1.1
2026-08-12,EEMO,DIAGNOSTIC,CONFIRMATION,False,REFERENCE,EX_US,EXUS_FACTOR,factor,EM momentum,,EM momentum,ACWX,EEM,,,READY,502,21.665001,7436.000000,161100.946808,0.509554,0.002081,-0.019224,-0.027814,-0.071043,-0.010947,-0.033650,,,-0.027814,-0.071043,,,,0.082962,85866.000000,22.206942,19.518872,0.841359,0.500000,,,,,,,,,,,0.041771,-0.147526,0,0,0,0,0,REFERENCE,REFERENCE,REFERENCE,1,,0,3,0,,0,3,v1.1
2026-08-12,EEMV,DIAGNOSTIC,CONFIRMATION,False,REFERENCE,EX_US,EXUS_FACTOR,factor,EM minimum volatility,,EM minimum volatility,ACWX,EEM,,,READY,502,74.580002,162255.000000,12100978.197098,0.702285,0.029684,0.042387,-0.000211,-0.009432,0.016655,0.027960,,,-0.000211,-0.009432,,,,-0.003471,-431817.000000,73.353302,67.994024,0.969327,1.000000,,,,,,,,,,,0.024982,-0.030921,0,0,0,0,0,REFERENCE,REFERENCE,REFERENCE,1,,0,3,0,,0,3,v1.1
2026-08-12,EFAV,DIAGNOSTIC,CONFIRMATION,False,REFERENCE,EX_US,EXUS_FACTOR,factor,EAFE minimum volatility,,EAFE minimum volatility,ACWX,EFA,,,READY,502,93.245003,595857.000000,55560687.601570,0.908227,0.034102,0.043676,0.004207,-0.008143,-0.001636,-0.023856,,,0.004207,-0.008143,,,,-0.001254,505110.000000,89.916527,87.991888,0.989337,1.000000,,,,,,,,,,,-0.002122,0.044866,0,0,0,0,0,REFERENCE,REFERENCE,REFERENCE,1,,0,3,0,,0,3,v1.1
2026-08-12,EFG,DIAGNOSTIC,CONFIRMATION,False,REFERENCE,EX_US,EXUS_FACTOR,factor,EAFE growth,,EAFE growth,ACWX,EFA,,,READY,502,126.730103,435197.000000,55152560.434692,0.675329,0.036901,0.061530,0.007006,0.009710,0.001163,-0.006002,,,0.007006,0.009710,,,,-0.000909,-2963362.000000,122.291588,117.369323,1.000000,1.000000,,,,,,,,,,,0.006950,0.025566,0,0,0,0,0,REFERENCE,REFERENCE,REFERENCE,1,,0,3,0,,0,3,v1.1
2026-08-12,EFV,DIAGNOSTIC,CONFIRMATION,False,REFERENCE,EX_US,EXUS_FACTOR,factor,EAFE value,,EAFE value,ACWX,EFA,,,READY,502,81.680000,3662264.000000,299133724.637634,1.183503,0.033532,0.073910,0.003636,0.022090,-0.002207,0.006378,,,0.003636,0.022090,,,,-0.034018,25917641.000000,78.165751,73.500720,0.992949,1.000000,,,,,,,,,,,-0.020300,0.024186,0,0,0,0,0,REFERENCE,REFERENCE,REFERENCE,1,,0,3,0,,0,3,v1.1
2026-08-12,IMTM,DIAGNOSTIC,CONFIRMATION,False,REFERENCE,EX_US,EXUS_FACTOR,factor,International momentum,,International momentum,ACWX,VEA,,,READY,502,54.160000,200364.000000,10851714.209427,0.598605,0.025952,0.037824,-0.003943,-0.013995,-0.008359,-0.014562,,,-0.003943,-0.013995,,,,-0.020278,-1797690.000000,52.528232,49.867236,0.996504,1.000000,,,,,,,,,,,-0.000544,0.008259,0,0,0,0,0,REFERENCE,REFERENCE,REFERENCE,1,,0,3,0,,0,3,v1.1
2026-08-12,IQLT,DIAGNOSTIC,CONFIRMATION,False,REFERENCE,EX_US,EXUS_FACTOR,factor,International quality,,International quality,ACWX,VEA,,,READY,502,51.689999,1011004.000000,52258795.371597,0.705323,0.038160,0.069595,0.008265,0.017775,0.003849,0.017209,,,0.008265,0.017775,,,,-0.001016,3608367.000000,49.501046,46.985061,1.000000,1.000000,,,,,,,,,,,-0.003220,0.029474,0,0,0,0,0,REFERENCE,REFERENCE,REFERENCE,1,,0,3,0,,0,3,v1.1
2026-08-12,SCHY,DIAGNOSTIC,CONFIRMATION,False,REFERENCE,EX_US,EXUS_FACTOR,factor,International dividend quality,,International dividend quality,ACWX,ACWX,,,READY,502,33.172100,429712.000000,14254449.464050,0.536169,0.025413,0.038014,-0.004483,-0.013805,-0.004483,-0.013805,,,-0.004483,-0.013805,,,,0.075231,3106770.000000,32.333838,31.003395,0.986091,1.000000,,,,,,,,,,,-0.019975,0.026975,0,0,0,0,0,REFERENCE,REFERENCE,REFERENCE,1,,0,3,0,,0,3,v1.1
2026-08-12,VYMI,DIAGNOSTIC,CONFIRMATION,False,REFERENCE,EX_US,EXUS_FACTOR,factor,International high dividend,,International high dividend,ACWX,ACWX,,,READY,502,104.504997,707945.000000,73983790.280571,0.933379,0.030723,0.064567,0.000828,0.012748,0.000828,0.012748,,,0.000828,0.012748,,,,0.044964,1009704.000000,100.527711,94.123848,0.994812,1.000000,,,,,,,,,,,-0.018676,0.016770,0,0,0,0,0,REFERENCE,REFERENCE,REFERENCE,1,,0,3,0,,0,3,v1.1
2026-08-12,DBEF,DIAGNOSTIC,CONFIRMATION,False,REFERENCE,EX_US,EXUS_FX_DIAGNOSTIC,fx_hedge,Currency-hedged EAFE,,Currency-hedged EAFE,ACWX,EFA,,,READY,502,56.520000,513284.000000,29010811.914963,1.422341,0.031763,0.091120,0.001868,0.039300,-0.003975,0.023588,,,0.001868,0.039300,,,,0.075944,1126574.000000,54.487400,50.851349,1.000000,1.000000,,,,,,,,,,,0.001108,0.022982,0,0,0,0,0,REFERENCE,REFERENCE,REFERENCE,1,,0,3,0,,0,3,v1.1
2026-08-12,DXJ,DIAGNOSTIC,CONFIRMATION,False,REFERENCE,EX_US,EXUS_FX_DIAGNOSTIC,fx_hedge,Currency-hedged Japan,,Currency-hedged Japan,ACWX,EWJ,,,READY,502,182.070007,114771.000000,20896356.810608,0.351661,0.030332,0.083977,0.000437,0.032158,-0.014588,0.016946,,,0.000437,0.032158,,,,0.145676,-1191435.000000,174.274674,158.415665,1.000000,1.000000,,,,,,,,,,,0.014667,-0.002071,0,0,0,0,0,REFERENCE,REFERENCE,REFERENCE,1,,0,3,0,,0,3,v1.1
2026-08-12,HEDJ,DIAGNOSTIC,CONFIRMATION,False,REFERENCE,EX_US,EXUS_FX_DIAGNOSTIC,fx_hedge,Currency-hedged Europe,,Currency-hedged Europe,ACWX,VGK,,,READY,502,57.983398,217171.000000,12592312.622070,3.150249,0.025529,0.075810,-0.004366,0.023990,-0.008414,0.003602,,,-0.004366,0.023990,,,,-0.145557,-25538.000000,56.629982,53.720673,0.997478,1.000000,,,,,,,,,,,-0.007612,0.018877,0,0,0,0,0,REFERENCE,REFERENCE,REFERENCE,1,,0,3,0,,0,3,v1.1
2026-08-12,HEEM,DIAGNOSTIC,CONFIRMATION,False,REFERENCE,EX_US,EXUS_FX_DIAGNOSTIC,fx_hedge,Currency-hedged EM,,Currency-hedged EM,ACWX,EEM,,,READY,502,42.230000,36803.000000,1554190.673153,0.164337,-0.003257,0.005046,-0.033152,-0.046774,-0.016286,-0.009381,,,-0.033152,-0.046774,,,,-0.012495,-439946.000000,42.623964,38.587322,0.916518,0.500000,,,,,,,,,,,0.017330,-0.082136,0,0,0,0,0,REFERENCE,REFERENCE,REFERENCE,1,,0,3,0,,0,3,v1.1
2026-08-12,HEFA,DIAGNOSTIC,CONFIRMATION,False,REFERENCE,EX_US,EXUS_FX_DIAGNOSTIC,fx_hedge,Currency-hedged EAFE,,Currency-hedged EAFE,ACWX,EFA,,,READY,502,47.814301,353403.000000,16897717.252716,0.848439,0.031370,0.089895,0.001474,0.038076,-0.004368,0.022364,,,0.001474,0.038076,,,,-0.078608,223032.000000,46.097177,43.003524,1.000000,1.000000,,,,,,,,,,,0.002277,0.021716,0,0,0,0,0,REFERENCE,REFERENCE,REFERENCE,1,,0,3,0,,0,3,v1.1
2026-08-12,FEZ,CORE,SIGNAL,True,CROSS_SECTIONAL,EX_US,EXUS_REGION,region,Eurozone blue chips,,,ACWX,VEA,,,READY,502,71.785004,1206981.000000,86643135.505096,1.686330,0.049335,0.105864,0.019440,0.054044,0.015024,0.053477,,,0.019440,0.054044,,,,-0.060417,-255390.000000,68.430672,64.927917,0.998956,1.000000,79.375000,1.000000,8.000000,100.000000,2.500000,13.125000,32.500000,40.625000,1.000000,6.000000,-0.004300,0.054672,11,8,11,8,0,PERSISTENT_LEADER,PERSISTENT_LEADER,PERSISTENT_LEADER,2,,0,3,0,,0,3,v1.1
2026-08-12,EPP,CORE,SIGNAL,True,CROSS_SECTIONAL,EX_US,EXUS_REGION,region,Pacific ex-Japan,,,ACWX,VEA,,,READY,502,57.375000,395324.000000,22681714.500000,1.241584,0.034716,0.043356,0.004821,-0.008463,0.000405,-0.009030,,,0.004821,-0.008463,,,,0.075446,1432426.000000,54.766949,52.883571,0.989054,1.000000,72.500000,2.000000,8.000000,87.500000,-11.250000,-0.625000,10.625000,2.500000,-1.000000,0.000000,-0.037309,0.033562,17,14,17,14,0,NEUTRAL,PERSISTENT_LEADER,PERSISTENT_LEADER,5,NEUTRAL,1,3,0,,0,3,v1.1
2026-08-12,AFK,EXTENDED,SIGNAL,True,CROSS_SECTIONAL,EX_US,EXUS_REGION,region,Africa,,,ACWX,EEM,,,READY,502,28.165001,117443.000000,3307782.202522,1.216549,0.083686,-0.014176,0.053791,-0.065995,0.070657,-0.028602,,,0.053791,-0.065995,,,,0.353650,856377.000000,26.387900,26.626803,0.921630,0.750000,71.250000,3.000000,8.000000,75.000000,8.125000,32.500000,31.875000,8.750000,1.000000,5.000000,0.016722,0.054028,1,1,1,1,1,EMERGING,EMERGING,EMERGING,2,,0,3,0,,0,3,v1.1
2026-08-12,VPL,CORE,SIGNAL,True,CROSS_SECTIONAL,EX_US,EXUS_REGION,region,Developed Pacific incl. Japan,,,ACWX,VEA,,,READY,502,115.559998,219141.000000,25323933.424988,0.616340,0.035577,0.031694,0.005681,-0.020126,0.001266,-0.020693,,,0.005681,-0.020126,,,,-0.024363,-887201.000000,112.868480,102.268311,0.957177,1.000000,66.250000,4.000000,8.000000,62.500000,17.500000,26.875000,18.125000,-26.875000,3.000000,2.000000,0.023813,-0.037327,0,0,0,0,2,EMERGING,WEAKENING,WEAKENING,30,EMERGING,1,3,0,,0,3,v1.1
2026-08-12,VGK,CORE,SIGNAL,True,CROSS_SECTIONAL,EX_US,EXUS_REGION,region,Developed Europe,,,ACWX,VEA,,,READY,502,92.144997,940547.000000,86666700.157646,0.469092,0.033943,0.072208,0.004048,0.020388,-0.000368,0.019822,,,0.004048,0.020388,,,,-0.055970,3329002.000000,88.819582,84.692938,0.995086,1.000000,56.875000,5.000000,8.000000,50.000000,-1.875000,-18.125000,-1.875000,6.875000,0.000000,-1.000000,-0.010877,0.034297,11,0,11,0,0,WEAKENING,NEUTRAL,NEUTRAL,16,WEAKENING,1,3,0,,0,3,v1.1
2026-08-12,ASEA,EXTENDED,SIGNAL,True,CROSS_SECTIONAL,EX_US,EXUS_REGION,region,Southeast Asia,,,ACWX,EEM,,,READY,502,21.421801,6381.000000,136692.509714,0.319499,0.023497,0.108807,-0.006398,0.056988,0.010469,0.094380,,,-0.006398,0.056988,,,,-0.039774,116904.000000,20.368444,19.073691,0.994974,1.000000,56.250000,6.000000,8.000000,37.500000,-10.625000,-29.375000,-38.750000,6.250000,-3.000000,-5.000000,-0.013085,0.030778,16,0,16,0,0,WEAKENING,WEAKENING,WEAKENING,4,,0,3,0,,0,3,v1.1
2026-08-12,AAXJ,CORE,SIGNAL,True,CROSS_SECTIONAL,EX_US,EXUS_REGION,region,Asia ex-Japan,,,ACWX,EEM,,,READY,502,115.389999,157137.000000,18132038.334091,0.429479,0.013616,0.018147,-0.016280,-0.033673,0.000587,0.003720,,,-0.016280,-0.033673,,,,-0.036825,-282094.000000,114.874616,103.751289,0.928991,1.000000,41.250000,7.000000,8.000000,25.000000,18.125000,8.750000,-18.125000,-46.875000,1.000000,-4.000000,0.023262,-0.079747,1,0,1,0,1,WEAKENING,WEAKENING,WEAKENING,31,,0,3,0,,0,3,v1.1
