prediction_id,captured_at_utc,market_date,ticker,rotation_group,primary_benchmark,exposure,patch6_rotation_score,patch6_group_percentile,patch6_raw_state,patch6_confirmed_state,patch6_top20,shadow_feature_complete,universal_path_success_probability,universal_peer_rank,universal_peer_size,universal_peer_percentile,universal_low_trust,universal_veto_on_patch6,challenger_path_success_probability,challenger_model_used,challenger_peer_rank,challenger_peer_size,challenger_peer_percentile,challenger_low_trust,challenger_veto_on_patch6,model_version,target_version,feature_version,feature_rel_ret_21,feature_rel_ret_63,feature_rel_ret_126,feature_rel_vs_ema21,feature_rel_vs_ema63,feature_ema21_vs_ema63,feature_ema63_vs_ema126,feature_ema63_slope21,feature_ema126_slope21,feature_dist_low126,feature_drawdown_high126,feature_bars_since_low126,feature_bars_since_high126,feature_rel_vol21,feature_rel_vol63
PATH_RISK_V1_2026-08-12|2026-08-12|SCZ,2026-08-12T15:52:35.213003+00:00,2026-08-12,SCZ,EXUS_BROAD,ACWX,EAFE small cap,78.5714285714,100.0000000000,EMERGING,EMERGING,True,True,0.4694372125,5.0000000000,7.0000000000,71.4285714286,False,False,0.4694372125,UNIVERSAL_PATH_RISK_V1,5.0000000000,7.0000000000,71.4285714286,False,False,PATH_RISK_V1_2026-08-12,INVESTABLE_PATH_PRIMARY_V1,RELATIVE_STRUCTURE_15_V1,0.0103677435,-0.0185482653,-0.0371848009,0.0025083235,0.0015369123,-0.0009689808,-0.0078829144,-0.0001974938,-0.0032684011,0.0335981912,-0.0399356490,30.0000000000,109.0000000000,0.0278658107,0.0558728893
PATH_RISK_V1_2026-08-12|2026-08-12|VEA,2026-08-12T15:52:35.213003+00:00,2026-08-12,VEA,EXUS_BROAD,ACWX,Developed markets ex-US,67.8571428571,71.4285714286,NEUTRAL,WEAKENING,False,True,0.4352366049,1.0000000000,7.0000000000,14.2857142857,True,False,0.4352366049,UNIVERSAL_PATH_RISK_V1,1.0000000000,7.0000000000,14.2857142857,True,False,PATH_RISK_V1_2026-08-12,INVESTABLE_PATH_PRIMARY_V1,RELATIVE_STRUCTURE_15_V1,0.0043730151,0.0012321392,0.0028873972,0.0029804740,0.0035178413,0.0005357705,0.0010153299,0.0004074246,0.0005373891,0.0091256408,-0.0041297754,75.0000000000,114.0000000000,0.0075702973,0.0152737401
PATH_RISK_V1_2026-08-12|2026-08-12|VSS,2026-08-12T15:52:35.213003+00:00,2026-08-12,VSS,EXUS_BROAD,ACWX,International small cap,48.5714285714,42.8571428571,NEUTRAL,NEUTRAL,False,True,0.4411417094,2.0000000000,7.0000000000,28.5714285714,False,False,0.4411417094,UNIVERSAL_PATH_RISK_V1,2.0000000000,7.0000000000,28.5714285714,False,False,PATH_RISK_V1_2026-08-12,INVESTABLE_PATH_PRIMARY_V1,RELATIVE_STRUCTURE_15_V1,0.0095451617,-0.0480307158,-0.0480680315,0.0085329920,-0.0028261391,-0.0112630237,-0.0139496131,-0.0130603855,-0.0109724153,0.0282180444,-0.0560010595,9.0000000000,109.0000000000,0.0195767481,0.0387707206
PATH_RISK_V1_2026-08-12|2026-08-12|VWO,2026-08-12T15:52:35.213003+00:00,2026-08-12,VWO,EXUS_BROAD,ACWX,"Emerging markets, broad",62.8571428571,57.1428571429,NEUTRAL,NEUTRAL,False,True,0.4617652234,4.0000000000,7.0000000000,57.1428571429,False,False,0.4617652234,UNIVERSAL_PATH_RISK_V1,4.0000000000,7.0000000000,57.1428571429,False,False,PATH_RISK_V1_2026-08-12,INVESTABLE_PATH_PRIMARY_V1,RELATIVE_STRUCTURE_15_V1,-0.0103903464,-0.0313343794,-0.0286056290,-0.0047952784,-0.0117463672,-0.0069845819,-0.0081391702,-0.0071447881,-0.0060786955,0.0078205274,-0.0440989942,9.0000000000,72.0000000000,0.0203588549,0.0366204452
PATH_RISK_V1_2026-08-12|2026-08-12|ARGT,2026-08-12T15:52:35.213003+00:00,2026-08-12,ARGT,EXUS_COUNTRY,ACWX,Argentina,30.8536585366,14.6341463415,WEAKENING,NEUTRAL,False,True,0.5567544097,35.0000000000,41.0000000000,85.3658536585,False,False,0.5567544097,UNIVERSAL_PATH_RISK_V1,35.0000000000,41.0000000000,85.3658536585,False,False,PATH_RISK_V1_2026-08-12,INVESTABLE_PATH_PRIMARY_V1,RELATIVE_STRUCTURE_15_V1,-0.0638919543,-0.0257595780,-0.1053032754,-0.0414338693,-0.0520716732,-0.0110976213,-0.0142005412,-0.0045035923,-0.0067594747,0.0011006917,-0.1406754590,62.0000000000,92.0000000000,0.0536669723,0.1117119831
PATH_RISK_V1_2026-08-12|2026-08-12|ECH,2026-08-12T15:52:35.213003+00:00,2026-08-12,ECH,EXUS_COUNTRY,ACWX,Chile,46.4024390244,39.0243902439,NEUTRAL,NEUTRAL,False,True,0.5082178573,14.0000000000,41.0000000000,34.1463414634,False,False,0.5082178573,UNIVERSAL_PATH_RISK_V1,14.0000000000,41.0000000000,34.1463414634,False,False,PATH_RISK_V1_2026-08-12,INVESTABLE_PATH_PRIMARY_V1,RELATIVE_STRUCTURE_15_V1,-0.0278246936,-0.0494151764,-0.1460274467,-0.0186298598,-0.0315769015,-0.0131928221,-0.0200963787,-0.0130327189,-0.0132335397,0.0207940726,-0.1544016904,45.0000000000,125.0000000000,0.0389811163,0.0897823619
PATH_RISK_V1_2026-08-12|2026-08-12|EDEN,2026-08-12T15:52:35.213003+00:00,2026-08-12,EDEN,EXUS_COUNTRY,ACWX,Denmark,25.3658536585,7.3170731707,WEAKENING,WEAKENING,False,True,0.5403919764,30.0000000000,41.0000000000,73.1707317073,False,False,0.5403919764,UNIVERSAL_PATH_RISK_V1,30.0000000000,41.0000000000,73.1707317073,False,False,PATH_RISK_V1_2026-08-12,INVESTABLE_PATH_PRIMARY_V1,RELATIVE_STRUCTURE_15_V1,-0.0423273828,-0.0278260157,-0.0844314963,-0.0181765597,-0.0191123130,-0.0009530770,-0.0167826723,0.0061674402,-0.0033791108,0.0584201963,-0.0723463553,37.0000000000,125.0000000000,0.0608411123,0.1059308584
PATH_RISK_V1_2026-08-12|2026-08-12|EFNL,2026-08-12T15:52:35.213003+00:00,2026-08-12,EFNL,EXUS_COUNTRY,ACWX,Finland,40.9756097561,31.7073170732,NEUTRAL,NEUTRAL,False,True,0.4782478507,2.0000000000,41.0000000000,4.8780487805,True,False,0.4782478507,UNIVERSAL_PATH_RISK_V1,2.0000000000,41.0000000000,4.8780487805,True,False,PATH_RISK_V1_2026-08-12,INVESTABLE_PATH_PRIMARY_V1,RELATIVE_STRUCTURE_15_V1,-0.0023262888,-0.0524209952,-0.0063594976,0.0022363751,-0.0174660667,-0.0196584781,-0.0068035292,-0.0202597981,-0.0110281681,0.0146265176,-0.0933696442,3.0000000000,54.0000000000,0.0359861619,0.0650173396
PATH_RISK_V1_2026-08-12|2026-08-12|EIDO,2026-08-12T15:52:35.213003+00:00,2026-08-12,EIDO,EXUS_COUNTRY,ACWX,Indonesia,44.3902439024,36.5853658537,NEUTRAL,NEUTRAL,False,True,0.5422849799,31.0000000000,41.0000000000,75.6097560976,False,False,0.5422849799,UNIVERSAL_PATH_RISK_V1,31.0000000000,41.0000000000,75.6097560976,False,False,PATH_RISK_V1_2026-08-12,INVESTABLE_PATH_PRIMARY_V1,RELATIVE_STRUCTURE_15_V1,0.0172316916,-0.1544700935,-0.3215681564,-0.0035013751,-0.0453987545,-0.0420445933,-0.1059009461,-0.0331535388,-0.0517605529,0.1377240397,-0.3306007517,45.0000000000,118.0000000000,0.0560387679,0.1816164586
PATH_RISK_V1_2026-08-12|2026-08-12|EIRL,2026-08-12T15:52:35.213003+00:00,2026-08-12,EIRL,EXUS_COUNTRY,ACWX,Ireland,71.4634146341,82.9268292683,NEUTRAL,ACCELERATING,True,True,0.5230441031,26.0000000000,41.0000000000,63.4146341463,False,False,0.5230441031,UNIVERSAL_PATH_RISK_V1,26.0000000000,41.0000000000,63.4146341463,False,False,PATH_RISK_V1_2026-08-12,INVESTABLE_PATH_PRIMARY_V1,RELATIVE_STRUCTURE_15_V1,0.0156860976,0.0817646983,0.0319900718,0.0037995931,0.0218859920,0.0180179380,0.0072588229,0.0206054541,0.0114894653,0.1022615560,-0.0247328747,74.0000000000,11.0000000000,0.0440732902,0.0796338237
PATH_RISK_V1_2026-08-12|2026-08-12|EIS,2026-08-12T15:52:35.213003+00:00,2026-08-12,EIS,EXUS_COUNTRY,ACWX,Israel,27.0731707317,9.7560975610,WEAKENING,NEUTRAL,False,True,0.4957698776,8.0000000000,41.0000000000,19.5121951220,True,False,0.4957698776,UNIVERSAL_PATH_RISK_V1,8.0000000000,41.0000000000,19.5121951220,True,False,PATH_RISK_V1_2026-08-12,INVESTABLE_PATH_PRIMARY_V1,RELATIVE_STRUCTURE_15_V1,-0.0051062450,-0.1232558135,-0.0587650582,-0.0010490508,-0.0263620414,-0.0253395731,-0.0128325794,-0.0229038335,-0.0142364252,0.0173950394,-0.1338165555,5.0000000000,68.0000000000,0.0450657999,0.0929351033
PATH_RISK_V1_2026-08-12|2026-08-12|ENOR,2026-08-12T15:52:35.213003+00:00,2026-08-12,ENOR,EXUS_COUNTRY,ACWX,Norway,60.3658536585,58.5365853659,EMERGING,NEUTRAL,False,True,0.5282358226,28.0000000000,41.0000000000,68.2926829268,False,False,0.5282358226,UNIVERSAL_PATH_RISK_V1,28.0000000000,41.0000000000,68.2926829268,False,False,PATH_RISK_V1_2026-08-12,INVESTABLE_PATH_PRIMARY_V1,RELATIVE_STRUCTURE_15_V1,0.0386985449,-0.0444091339,0.0437140060,0.0129085857,0.0102154542,-0.0026588100,-0.0022134927,0.0013179535,-0.0005603318,0.1098892012,-0.1268793552,30.0000000000,93.0000000000,0.0580351063,0.1130832761
PATH_RISK_V1_2026-08-12|2026-08-12|ENZL,2026-08-12T15:52:35.213003+00:00,2026-08-12,ENZL,EXUS_COUNTRY,ACWX,New Zealand,52.8048780488,51.2195121951,WEAKENING,WEAKENING,False,True,0.5527414448,34.0000000000,41.0000000000,82.9268292683,False,False,0.5527414448,UNIVERSAL_PATH_RISK_V1,34.0000000000,41.0000000000,82.9268292683,False,False,PATH_RISK_V1_2026-08-12,INVESTABLE_PATH_PRIMARY_V1,RELATIVE_STRUCTURE_15_V1,-0.0241890796,-0.0078375979,-0.0826251798,-0.0239710133,-0.0175698184,0.0065584065,-0.0158348982,0.0134389179,-0.0005336850,0.0427209054,-0.0874926167,36.0000000000,109.0000000000,0.0564899182,0.0997809576
PATH_RISK_V1_2026-08-12|2026-08-12|EPHE,2026-08-12T15:52:35.213003+00:00,2026-08-12,EPHE,EXUS_COUNTRY,ACWX,Philippines,70.8536585366,80.4878048780,NEUTRAL,EMERGING,True,True,0.5435086218,33.0000000000,41.0000000000,80.4878048780,False,False,0.5435086218,UNIVERSAL_PATH_RISK_V1,33.0000000000,41.0000000000,80.4878048780,False,False,PATH_RISK_V1_2026-08-12,INVESTABLE_PATH_PRIMARY_V1,RELATIVE_STRUCTURE_15_V1,-0.0057396736,0.0181263043,-0.0875329102,-0.0116045776,-0.0080286447,0.0036179173,-0.0214782075,0.0100103123,-0.0041575422,0.0817226805,-0.1139580713,50.0000000000,116.0000000000,0.0550297002,0.1235781713
PATH_RISK_V1_2026-08-12|2026-08-12|EPOL,2026-08-12T15:52:35.213003+00:00,2026-08-12,EPOL,EXUS_COUNTRY,ACWX,Poland,86.0975609756,100.0000000000,PERSISTENT_LEADER,PERSISTENT_LEADER,True,True,0.5153086849,18.0000000000,41.0000000000,43.9024390244,False,False,0.5153086849,UNIVERSAL_PATH_RISK_V1,18.0000000000,41.0000000000,43.9024390244,False,False,PATH_RISK_V1_2026-08-12,INVESTABLE_PATH_PRIMARY_V1,RELATIVE_STRUCTURE_15_V1,0.0575826564,0.0988550192,0.0975276183,0.0230682028,0.0554417175,0.0316435548,0.0176376310,0.0343925369,0.0207758086,0.1365138225,-0.0026972265,112.0000000000,1.0000000000,0.0303362598,0.0830818629
PATH_RISK_V1_2026-08-12|2026-08-12|EPU,2026-08-12T15:52:35.213003+00:00,2026-08-12,EPU,EXUS_COUNTRY,ACWX,Peru,63.5365853659,62.1951219512,NEUTRAL,WEAKENING,False,True,0.4977227897,10.0000000000,41.0000000000,24.3902439024,False,False,0.4977227897,UNIVERSAL_PATH_RISK_V1,10.0000000000,41.0000000000,24.3902439024,False,False,PATH_RISK_V1_2026-08-12,INVESTABLE_PATH_PRIMARY_V1,RELATIVE_STRUCTURE_15_V1,0.0013387518,0.0307810139,-0.0493810296,0.0025803654,0.0169799749,0.0143625489,0.0144348882,0.0160332612,0.0123298407,0.1095584009,-0.0893435992,45.0000000000,113.0000000000,0.0419567331,0.1080131063
PATH_RISK_V1_2026-08-12|2026-08-12|EWA,2026-08-12T15:52:35.213003+00:00,2026-08-12,EWA,EXUS_COUNTRY,ACWX,Australia,63.5365853659,62.1951219512,NEUTRAL,EMERGING,False,True,0.5185282799,23.0000000000,41.0000000000,56.0975609756,False,False,0.5185282799,UNIVERSAL_PATH_RISK_V1,23.0000000000,41.0000000000,56.0975609756,False,False,PATH_RISK_V1_2026-08-12,INVESTABLE_PATH_PRIMARY_V1,RELATIVE_STRUCTURE_15_V1,0.0075950893,-0.0167051096,-0.0139794455,-0.0075945947,-0.0026387296,0.0049937909,-0.0094606583,0.0083531828,-0.0004929319,0.0469758272,-0.0682273451,36.0000000000,84.0000000000,0.0395056621,0.0709200462
PATH_RISK_V1_2026-08-12|2026-08-12|EWC,2026-08-12T15:52:35.213003+00:00,2026-08-12,EWC,EXUS_COUNTRY,ACWX,Canada,58.4146341463,56.0975609756,WEAKENING,NEUTRAL,False,True,0.4968409660,9.0000000000,41.0000000000,21.9512195122,False,False,0.4968409660,UNIVERSAL_PATH_RISK_V1,9.0000000000,41.0000000000,21.9512195122,False,False,PATH_RISK_V1_2026-08-12,INVESTABLE_PATH_PRIMARY_V1,RELATIVE_STRUCTURE_15_V1,0.0094534816,0.0123261988,0.0186863813,0.0046142726,0.0114466441,0.0068009899,0.0000193870,0.0101658906,0.0042493121,0.0625697417,-0.0302331748,36.0000000000,110.0000000000,0.0393216195,0.0811505682
PATH_RISK_V1_2026-08-12|2026-08-12|EWD,2026-08-12T15:52:35.213003+00:00,2026-08-12,EWD,EXUS_COUNTRY,ACWX,Sweden,79.5121951220,92.6829268293,EMERGING,EMERGING,True,True,0.4954014310,7.0000000000,41.0000000000,17.0731707317,True,True,0.4954014310,UNIVERSAL_PATH_RISK_V1,7.0000000000,41.0000000000,17.0731707317,True,True,PATH_RISK_V1_2026-08-12,INVESTABLE_PATH_PRIMARY_V1,RELATIVE_STRUCTURE_15_V1,0.0188687244,0.0102882719,-0.0736154121,-0.0109429921,-0.0053292834,0.0056758191,-0.0115817540,0.0070332213,-0.0020815796,0.0451295087,-0.0812798417,36.0000000000,109.0000000000,0.0349131202,0.0593592203
PATH_RISK_V1_2026-08-12|2026-08-12|EWG,2026-08-12T15:52:35.213003+00:00,2026-08-12,EWG,EXUS_COUNTRY,ACWX,Germany,69.0243902439,75.6097560976,ACCELERATING,EMERGING,False,True,0.4870408324,3.0000000000,41.0000000000,7.3170731707,True,False,0.4870408324,UNIVERSAL_PATH_RISK_V1,3.0000000000,41.0000000000,7.3170731707,True,False,PATH_RISK_V1_2026-08-12,INVESTABLE_PATH_PRIMARY_V1,RELATIVE_STRUCTURE_15_V1,0.0260877913,0.0151815390,-0.0568851543,0.0025600603,0.0067027194,0.0041320807,-0.0176026374,0.0036795193,-0.0058567732,0.0527206807,-0.0538071249,36.0000000000,122.0000000000,0.0322888766,0.0628029495
PATH_RISK_V1_2026-08-12|2026-08-12|EWH,2026-08-12T15:52:35.213003+00:00,2026-08-12,EWH,EXUS_COUNTRY,ACWX,Hong Kong,33.8414634146,17.0731707317,WEAKENING,NEUTRAL,False,True,0.5210955809,25.0000000000,41.0000000000,60.9756097561,False,False,0.5210955809,UNIVERSAL_PATH_RISK_V1,25.0000000000,41.0000000000,60.9756097561,False,False,PATH_RISK_V1_2026-08-12,INVESTABLE_PATH_PRIMARY_V1,RELATIVE_STRUCTURE_15_V1,0.0015927102,-0.1035512041,-0.1029952500,-0.0250397829,-0.0323132221,-0.0074602421,-0.0222642862,0.0026447979,-0.0073876415,0.0507541592,-0.1409286968,30.0000000000,95.0000000000,0.0488321366,0.0808782694
PATH_RISK_V1_2026-08-12|2026-08-12|EWI,2026-08-12T15:52:35.213003+00:00,2026-08-12,EWI,EXUS_COUNTRY,ACWX,Italy,79.0243902439,90.2439024390,PERSISTENT_LEADER,PERSISTENT_LEADER,True,True,0.5138421686,17.0000000000,41.0000000000,41.4634146341,False,False,0.5138421686,UNIVERSAL_PATH_RISK_V1,17.0000000000,41.0000000000,41.4634146341,False,False,PATH_RISK_V1_2026-08-12,INVESTABLE_PATH_PRIMARY_V1,RELATIVE_STRUCTURE_15_V1,0.0087088967,0.0413251268,0.0473977661,-0.0008357866,0.0173888133,0.0182398445,0.0114472196,0.0202262198,0.0128953816,0.0848687125,-0.0130939529,103.0000000000,7.0000000000,0.0268246197,0.0625486807
PATH_RISK_V1_2026-08-12|2026-08-12|EWJ,2026-08-12T15:52:35.213003+00:00,2026-08-12,EWJ,EXUS_COUNTRY,ACWX,Japan,66.3414634146,70.7317073171,NEUTRAL,WEAKENING,False,True,0.4663239209,1.0000000000,41.0000000000,2.4390243902,True,False,0.4663239209,UNIVERSAL_PATH_RISK_V1,1.0000000000,41.0000000000,2.4390243902,True,False,PATH_RISK_V1_2026-08-12,INVESTABLE_PATH_PRIMARY_V1,RELATIVE_STRUCTURE_15_V1,0.0094525725,0.0173128299,-0.0146579887,0.0181673371,0.0220492928,0.0038126893,0.0018280920,0.0012089772,0.0010006659,0.0527189427,-0.0213298853,75.0000000000,123.0000000000,0.0310225935,0.0507299209
PATH_RISK_V1_2026-08-12|2026-08-12|EWL,2026-08-12T15:52:35.213003+00:00,2026-08-12,EWL,EXUS_COUNTRY,ACWX,Switzerland,41.9512195122,34.1463414634,WEAKENING,WEAKENING,False,True,0.5167960009,21.0000000000,41.0000000000,51.2195121951,False,False,0.5167960009,UNIVERSAL_PATH_RISK_V1,21.0000000000,41.0000000000,51.2195121951,False,False,PATH_RISK_V1_2026-08-12,INVESTABLE_PATH_PRIMARY_V1,RELATIVE_STRUCTURE_15_V1,-0.0132367765,0.0020368254,-0.0486638036,-0.0179935928,-0.0157647025,0.0022697309,-0.0067218404,0.0054560412,-0.0001833057,0.0392090929,-0.0651049271,48.0000000000,109.0000000000,0.0402662336,0.0886627232
PATH_RISK_V1_2026-08-12|2026-08-12|EWM,2026-08-12T15:52:35.213003+00:00,2026-08-12,EWM,EXUS_COUNTRY,ACWX,Malaysia,50.1219512195,43.9024390244,NEUTRAL,EMERGING,False,True,0.5124013676,16.0000000000,41.0000000000,39.0243902439,False,False,0.5124013676,UNIVERSAL_PATH_RISK_V1,16.0000000000,41.0000000000,39.0243902439,False,False,PATH_RISK_V1_2026-08-12,INVESTABLE_PATH_PRIMARY_V1,RELATIVE_STRUCTURE_15_V1,-0.0246302894,-0.0886771770,-0.0932144418,-0.0116053001,-0.0232886287,-0.0118205092,-0.0204505867,-0.0052715971,-0.0097790343,0.0425405088,-0.1560545502,36.0000000000,99.0000000000,0.0412794643,0.0914616096
PATH_RISK_V1_2026-08-12|2026-08-12|EWN,2026-08-12T15:52:35.213003+00:00,2026-08-12,EWN,EXUS_COUNTRY,ACWX,Netherlands,63.7804878049,65.8536585366,NEUTRAL,WEAKENING,False,True,0.4889130248,4.0000000000,41.0000000000,9.7560975610,True,False,0.4889130248,UNIVERSAL_PATH_RISK_V1,4.0000000000,41.0000000000,9.7560975610,True,False,PATH_RISK_V1_2026-08-12,INVESTABLE_PATH_PRIMARY_V1,RELATIVE_STRUCTURE_15_V1,0.0072016791,0.0531332622,0.0472616946,0.0082368684,0.0133499240,0.0050712841,0.0108081051,0.0045966928,0.0063626344,0.0816622609,-0.0216975021,93.0000000000,30.0000000000,0.0326678207,0.0626658703
PATH_RISK_V1_2026-08-12|2026-08-12|EWO,2026-08-12T15:52:35.213003+00:00,2026-08-12,EWO,EXUS_COUNTRY,ACWX,Austria,69.7560975610,78.0487804878,NEUTRAL,REACCELERATING,False,True,0.5032714674,12.0000000000,41.0000000000,29.2682926829,False,False,0.5032714674,UNIVERSAL_PATH_RISK_V1,12.0000000000,41.0000000000,29.2682926829,False,False,PATH_RISK_V1_2026-08-12,INVESTABLE_PATH_PRIMARY_V1,RELATIVE_STRUCTURE_15_V1,0.0050089225,0.0800767627,0.0775887625,0.0018779020,0.0236452978,0.0217265953,0.0260920684,0.0219110569,0.0197169600,0.1524569866,-0.0195264587,103.0000000000,4.0000000000,0.0320227664,0.0664677394
PATH_RISK_V1_2026-08-12|2026-08-12|EWP,2026-08-12T15:52:35.213003+00:00,2026-08-12,EWP,EXUS_COUNTRY,ACWX,Spain,82.4390243902,95.1219512195,PERSISTENT_LEADER,WEAKENING,True,True,0.5030640604,11.0000000000,41.0000000000,26.8292682927,False,False,0.5030640604,UNIVERSAL_PATH_RISK_V1,11.0000000000,41.0000000000,26.8292682927,False,False,PATH_RISK_V1_2026-08-12,INVESTABLE_PATH_PRIMARY_V1,RELATIVE_STRUCTURE_15_V1,0.0238681612,0.0734452846,0.0389365315,0.0024923517,0.0228981453,0.0203550616,0.0119783658,0.0225464751,0.0139856397,0.0942321695,-0.0142691371,48.0000000000,7.0000000000,0.0332603563,0.0683551921
PATH_RISK_V1_2026-08-12|2026-08-12|EWQ,2026-08-12T15:52:35.213003+00:00,2026-08-12,EWQ,EXUS_COUNTRY,ACWX,France,73.7804878049,86.5853658537,PERSISTENT_LEADER,WEAKENING,True,True,0.4919653110,5.0000000000,41.0000000000,12.1951219512,True,True,0.4919653110,UNIVERSAL_PATH_RISK_V1,5.0000000000,41.0000000000,12.1951219512,True,True,PATH_RISK_V1_2026-08-12,INVESTABLE_PATH_PRIMARY_V1,RELATIVE_STRUCTURE_15_V1,0.0217274366,0.0265345178,-0.0314246048,-0.0016983299,0.0056119969,0.0073227632,-0.0115635375,0.0079178256,-0.0016389695,0.0480902100,-0.0430244728,36.0000000000,115.0000000000,0.0311789279,0.0649617026
PATH_RISK_V1_2026-08-12|2026-08-12|EWS,2026-08-12T15:52:35.213003+00:00,2026-08-12,EWS,EXUS_COUNTRY,ACWX,Singapore,84.1463414634,97.5609756098,REACCELERATING,WEAKENING,True,True,0.5428170879,32.0000000000,41.0000000000,78.0487804878,False,False,0.5428170879,UNIVERSAL_PATH_RISK_V1,32.0000000000,41.0000000000,78.0487804878,False,False,PATH_RISK_V1_2026-08-12,INVESTABLE_PATH_PRIMARY_V1,RELATIVE_STRUCTURE_15_V1,0.0315198347,0.1264239497,0.1187917393,0.0194996610,0.0551891626,0.0350068794,0.0131132118,0.0414457473,0.0222993130,0.1528004914,-0.0180111659,40.0000000000,10.0000000000,0.0544264383,0.0895932905
PATH_RISK_V1_2026-08-12|2026-08-12|EWT,2026-08-12T15:52:35.213003+00:00,2026-08-12,EWT,EXUS_COUNTRY,ACWX,Taiwan,67.5609756098,73.1707317073,NEUTRAL,WEAKENING,False,True,0.5905354654,40.0000000000,41.0000000000,97.5609756098,False,False,0.5905354654,UNIVERSAL_PATH_RISK_V1,40.0000000000,41.0000000000,97.5609756098,False,False,PATH_RISK_V1_2026-08-12,INVESTABLE_PATH_PRIMARY_V1,RELATIVE_STRUCTURE_15_V1,0.0088866773,0.0772942843,0.3850581639,0.0292973678,0.0429137456,0.0132288085,0.0578482534,0.0046179647,0.0254539799,0.3627317200,-0.0510587395,120.0000000000,36.0000000000,0.0873311511,0.1425028220
PATH_RISK_V1_2026-08-12|2026-08-12|EWU,2026-08-12T15:52:35.213003+00:00,2026-08-12,EWU,EXUS_COUNTRY,ACWX,United Kingdom,49.8780487805,41.4634146341,WEAKENING,WEAKENING,False,True,0.5160279667,20.0000000000,41.0000000000,48.7804878049,False,False,0.5160279667,UNIVERSAL_PATH_RISK_V1,20.0000000000,41.0000000000,48.7804878049,False,False,PATH_RISK_V1_2026-08-12,INVESTABLE_PATH_PRIMARY_V1,RELATIVE_STRUCTURE_15_V1,0.0104350033,0.0010162146,-0.0224263284,-0.0112812883,-0.0072625433,0.0040645989,-0.0066748869,0.0084671145,0.0008859922,0.0560369874,-0.0687872015,37.0000000000,90.0000000000,0.0427763017,0.0863496907
PATH_RISK_V1_2026-08-12|2026-08-12|EWW,2026-08-12T15:52:35.213003+00:00,2026-08-12,EWW,EXUS_COUNTRY,ACWX,Mexico,37.8048780488,24.3902439024,WEAKENING,NEUTRAL,False,True,0.4922898940,6.0000000000,41.0000000000,14.6341463415,True,False,0.4922898940,UNIVERSAL_PATH_RISK_V1,6.0000000000,41.0000000000,14.6341463415,True,False,PATH_RISK_V1_2026-08-12,INVESTABLE_PATH_PRIMARY_V1,RELATIVE_STRUCTURE_15_V1,-0.0194870538,-0.0790106949,-0.1033694617,-0.0221099244,-0.0323691606,-0.0104911957,-0.0095958802,-0.0060603156,-0.0059865936,0.0013679621,-0.1083599009,36.0000000000,123.0000000000,0.0358422399,0.0730265454
PATH_RISK_V1_2026-08-12|2026-08-12|EWY,2026-08-12T15:52:35.213003+00:00,2026-08-12,EWY,EXUS_COUNTRY,ACWX,South Korea,39.8780487805,29.2682926829,WEAKENING,ROTATION_OUT,False,True,0.7305110502,41.0000000000,41.0000000000,100.0000000000,False,False,0.7305110502,UNIVERSAL_PATH_RISK_V1,41.0000000000,41.0000000000,100.0000000000,False,False,PATH_RISK_V1_2026-08-12,INVESTABLE_PATH_PRIMARY_V1,RELATIVE_STRUCTURE_15_V1,-0.0445817214,-0.0690069261,0.3079796775,0.0166782888,-0.0206198820,-0.0366863060,0.0533581869,-0.0483840406,-0.0008282665,0.2667919490,-0.2100210900,93.0000000000,50.0000000000,0.1684476931,0.3178990695
PATH_RISK_V1_2026-08-12|2026-08-12|EWZ,2026-08-12T15:52:35.213003+00:00,2026-08-12,EWZ,EXUS_COUNTRY,ACWX,Brazil,20.2439024390,2.4390243902,ROTATION_OUT,WEAKENING,False,True,0.5718305450,39.0000000000,41.0000000000,95.1219512195,False,False,0.5718305450,UNIVERSAL_PATH_RISK_V1,39.0000000000,41.0000000000,95.1219512195,False,False,PATH_RISK_V1_2026-08-12,INVESTABLE_PATH_PRIMARY_V1,RELATIVE_STRUCTURE_15_V1,-0.0886717201,-0.1480716820,-0.1672653366,-0.0633096488,-0.0834943256,-0.0215489322,-0.0197684878,-0.0104019285,-0.0111585863,0.0000000000,-0.2370936204,0.0000000000,85.0000000000,0.0629352314,0.1115468141
PATH_RISK_V1_2026-08-12|2026-08-12|EZA,2026-08-12T15:52:35.213003+00:00,2026-08-12,EZA,EXUS_COUNTRY,ACWX,South Africa,52.5000000000,48.7804878049,NEUTRAL,NEUTRAL,False,True,0.5157778358,19.0000000000,41.0000000000,46.3414634146,False,False,0.5157778358,UNIVERSAL_PATH_RISK_V1,19.0000000000,41.0000000000,46.3414634146,False,False,PATH_RISK_V1_2026-08-12,INVESTABLE_PATH_PRIMARY_V1,RELATIVE_STRUCTURE_15_V1,0.0457520609,-0.0575440312,-0.1343862086,0.0232798115,0.0113475330,-0.0116608168,-0.0301195748,-0.0171748839,-0.0194600434,0.0857404489,-0.1859446861,14.0000000000,114.0000000000,0.0587319726,0.1006844482
